Year,Season,Date,Time,At,Opponent,Location,Score
2006,2006-07 Men's Ice Hockey,12/30/2006,TBD,Home,Ferris State,Mariucci Arena,W 5-2
2007,2006-07 Men's Ice Hockey,01/07/2007,TBD,Home,Minnesota State,Mariucci Arena,W 1-0
2007,2006-07 Men's Ice Hockey,01/19/2007,TBD,Home,Denver,Mariucci Arena,L 0-1
2007,2006-07 Men's Ice Hockey,01/20/2007,TBD,Home,Denver,Mariucci Arena,W 5-4
2007,2006-07 Men's Ice Hockey,01/26/2007,TBD,Home,North Dakota,Mariucci Arena,L 3-5
2007,2006-07 Men's Ice Hockey,01/27/2007,TBD,Home,North Dakota,Mariucci Arena,L 3-7
2007,2006-07 Men's Ice Hockey,02/24/2007,TBD,Home,St. Cloud State,Mariucci Arena,L 3-5
2007,2006-07 Men's Ice Hockey,03/02/2007,TBD,Home,Michigan Tech,Mariucci Arena,W 3-1
2007,2006-07 Men's Ice Hockey,03/03/2007,TBD,Home,Michigan Tech,Mariucci Arena,L 4-5
2007,2006-07 Men's Ice Hockey,03/09/2007,TBD,Home,Alaska Anchorage,Mariucci Arena,W 6-2
2007,2006-07 Men's Ice Hockey,03/10/2007,TBD,Home,Alaska Anchorage,Mariucci Arena,L 1-2
2007,2006-07 Men's Ice Hockey,03/11/2007,TBD,Home,Alaska Anchorage,Mariucci Arena,W 3-1
2007,2007-08 Men's Ice Hockey,10/25/2007,TBD,Home,Ohio State,Mariucci Arena,W 3-1
2007,2007-08 Men's Ice Hockey,10/26/2007,TBD,Home,Ohio State,Mariucci Arena,W 2-1
2007,2007-08 Men's Ice Hockey,10/27/2007,TBD,Home,U.S. Under 18 Team,Mariucci Arena,W 3-1
2007,2007-08 Men's Ice Hockey,11/02/2007,TBD,Home,Denver,Mariucci Arena,L 1-5
2007,2007-08 Men's Ice Hockey,11/04/2007,TBD,Home,Denver,Mariucci Arena,L 1-4
2007,2007-08 Men's Ice Hockey,11/10/2007,TBD,Home,Minnesota State,Mariucci Arena,W 5-3
2007,2007-08 Men's Ice Hockey,11/16/2007,TBD,Home,Alaska Anchorage,Mariucci Arena,W 3-0
2007,2007-08 Men's Ice Hockey,11/17/2007,TBD,Home,Alaska Anchorage,Mariucci Arena,L 2-4
2007,2007-08 Men's Ice Hockey,11/30/2007,TBD,Home,Michigan Tech,Mariucci Arena,L 2-3
2007,2007-08 Men's Ice Hockey,12/01/2007,TBD,Home,Michigan Tech,Mariucci Arena,W 3-1
2007,2007-08 Men's Ice Hockey,12/29/2007,TBD,Home,RIT,Mariucci Arena,L 3-4
2007,2007-08 Men's Ice Hockey,12/30/2007,TBD,Home,Air Force,Mariucci Arena,T 2-2
2008,2007-08 Men's Ice Hockey,01/04/2008,TBD,Home,Wayne State,Mariucci Arena,W 5-1
2008,2007-08 Men's Ice Hockey,01/05/2008,TBD,Home,Wayne State,Mariucci Arena,W 5-2
2008,2007-08 Men's Ice Hockey,01/11/2008,TBD,Home,St. Cloud State,Mariucci Arena,L 1-3
2008,2007-08 Men's Ice Hockey,02/01/2008,TBD,Home,North Dakota,Mariucci Arena,L 1-2
2008,2007-08 Men's Ice Hockey,02/02/2008,TBD,Home,North Dakota,Mariucci Arena,T 1-1
2008,2007-08 Men's Ice Hockey,02/22/2008,TBD,Home,Wisconsin,Mariucci Arena,W 4-2
2008,2007-08 Men's Ice Hockey,02/23/2008,TBD,Home,Wisconsin,Mariucci Arena,T 4-4
2008,2007-08 Men's Ice Hockey,03/07/2008,TBD,Home,UMD,Mariucci Arena,W 4-1
2008,2007-08 Men's Ice Hockey,03/08/2008,TBD,Home,UMD,Mariucci Arena,L 2-3
2008,2008-09 Men's Ice Hockey,10/10/2008,TBD,Home,British Columbia,Mariucci Arena,W 3-1
2008,2008-09 Men's Ice Hockey,10/18/2008,TBD,Home,St. Cloud State,Mariucci Arena,W 2-1
2008,2008-09 Men's Ice Hockey,10/31/2008,TBD,Home,Minnesota State,Mariucci Arena,T 3-3
2008,2008-09 Men's Ice Hockey,11/07/2008,TBD,Home,New Hampshire,Mariucci Arena,T 2-2
2008,2008-09 Men's Ice Hockey,11/08/2008,TBD,Home,New Hampshire,Mariucci Arena,W 6-2
2008,2008-09 Men's Ice Hockey,11/15/2008,TBD,Home,Michigan Tech,Mariucci Arena,T 2-2
2008,2008-09 Men's Ice Hockey,11/16/2008,TBD,Home,Michigan Tech,Mariucci Arena,W 3-0
2008,2008-09 Men's Ice Hockey,11/28/2008,TBD,Home,Michigan,Mariucci Arena,L 3-6
2008,2008-09 Men's Ice Hockey,11/29/2008,TBD,Home,Michigan State,Mariucci Arena,T 4-4
2008,2008-09 Men's Ice Hockey,12/13/2008,TBD,Home,Colorado College,Mariucci Arena,W 4-1
2008,2008-09 Men's Ice Hockey,12/14/2008,TBD,Home,Colorado College,Mariucci Arena,L 0-1
2009,2008-09 Men's Ice Hockey,01/02/2009,TBD,Home,Brown,Mariucci Arena,W 6-2
2009,2008-09 Men's Ice Hockey,01/03/2009,TBD,Home,Northeastern,Mariucci Arena,W 3-2
2009,2008-09 Men's Ice Hockey,01/16/2009,TBD,Home,St. Cloud State,Mariucci Arena,W 5-1
2009,2008-09 Men's Ice Hockey,01/17/2009,TBD,Home,St. Cloud State,Mariucci Arena,W 8-6
2009,2008-09 Men's Ice Hockey,01/31/2009,TBD,Home,Minnesota State,Mariucci Arena,L 1-3
2009,2008-09 Men's Ice Hockey,02/06/2009,TBD,Home,Wisconsin,Mariucci Arena,L 2-3
2009,2008-09 Men's Ice Hockey,02/07/2009,TBD,Home,Wisconsin,Mariucci Arena,L 4-5
2009,2008-09 Men's Ice Hockey,02/13/2009,TBD,Home,Alaska Anchorage,Mariucci Arena,T 2-2
2009,2008-09 Men's Ice Hockey,02/14/2009,TBD,Home,Alaska Anchorage,Mariucci Arena,W 4-2
2009,2008-09 Men's Ice Hockey,02/27/2009,TBD,Home,UMD,Mariucci Arena,T 2-2
2009,2008-09 Men's Ice Hockey,02/28/2009,TBD,Home,UMD,Mariucci Arena,W 5-3
2009,2008-09 Men's Ice Hockey,03/13/2009,TBD,Home,St. Cloud State,Mariucci Arena,W 4-2
2009,2008-09 Men's Ice Hockey,03/14/2009,TBD,Home,St. Cloud State,Mariucci Arena,W 3-0
2011,2011-12 Men's Ice Hockey,10/02/2011,7:00 PM,Home,British Columbia,Mariucci Arena,W 3-0
2011,2011-12 Men's Ice Hockey,10/07/2011,7:00 PM,Home,Sacred Heart,Mariucci Arena,W 9-0
2011,2011-12 Men's Ice Hockey,10/08/2011,7:00 PM,Home,Sacred Heart,Mariucci Arena,W 6-0
2011,2011-12 Men's Ice Hockey,10/21/2011,6:00 PM,Home,Vermont,Mariucci Arena,W 6-0
2011,2011-12 Men's Ice Hockey,10/23/2011,1:00 PM,Home,Vermont,Mariucci Arena,L 4-5
2011,2011-12 Men's Ice Hockey,11/04/2011,7:00 PM,Home,North Dakota,Mariucci Arena,W 2-0
2011,2011-12 Men's Ice Hockey,11/05/2011,7:30 PM,Home,North Dakota,Mariucci Arena,W 3-2
2011,2011-12 Men's Ice Hockey,11/19/2011,7:00 PM,Home,St. Cloud State,Mariucci Arena,W 5-0
2011,2011-12 Men's Ice Hockey,12/02/2011,7:00 PM,Home,Minnesota State,Mariucci Arena,W 4-2
2011,2011-12 Men's Ice Hockey,12/03/2011,7:00 PM,Home,Minnesota State,Mariucci Arena,W 3-2
2011,2011-12 Men's Ice Hockey,12/09/2011,7:00 PM,Home,Michigan Tech,Mariucci Arena,L 2-3
2011,2011-12 Men's Ice Hockey,12/10/2011,8:00 PM,Home,Michigan Tech,Mariucci Arena,W 6-2
2011,2011-12 Men's Ice Hockey,12/30/2011,7:00 PM,Home,Niagara,Mariucci Arena,W 5-1
2011,2011-12 Men's Ice Hockey,12/31/2011,6:00 PM,Home,Northeastern,Mariucci Arena,L 2-3
2012,2011-12 Men's Ice Hockey,01/07/2012,7:00 PM,Home,Notre Dame,Mariucci Arena,L 3-4
2012,2011-12 Men's Ice Hockey,01/20/2012,7:00 PM,Home,Colorado College,Mariucci Arena,L 1-2
2012,2011-12 Men's Ice Hockey,01/21/2012,5:00 PM,Home,Colorado College,Mariucci Arena,W 2-1
2012,2011-12 Men's Ice Hockey,01/27/2012,7:00 PM,Home,St. Cloud State,Mariucci Arena,W 2-1
2012,2011-12 Men's Ice Hockey,02/17/2012,7:00 PM,Home,Bemidji St,Mariucci Arena,W 3-0
2012,2011-12 Men's Ice Hockey,02/18/2012,7:00 PM,Home,Bemidji St,Mariucci Arena,W 4-1
2012,2011-12 Men's Ice Hockey,03/02/2012,7:00 PM,Home,Wisconsin,Mariucci Arena,L 1-4
2012,2011-12 Men's Ice Hockey,03/03/2012,7:00 PM,Home,Wisconsin,Mariucci Arena,W 2-1
2012,2011-12 Men's Ice Hockey,03/09/2012,7:00 PM,Home,Alaska-Anchorage,Mariucci Arena,W 2-1
2012,2011-12 Men's Ice Hockey,03/10/2012,7:00 PM,Home,Alaska-Anchorage,Mariucci Arena,W 7-3
2012,2012-13 Men's Ice Hockey,10/06/2012,7:00 PM,Home,Lethbridge,Mariucci Arena,W 7-0
2012,2012-13 Men's Ice Hockey,10/12/2012,6:00 PM,Home,Michigan State,Mariucci Arena,W 5-1
2012,2012-13 Men's Ice Hockey,10/13/2012,8:00 PM,Home,Michigan State,Mariucci Arena,W 7-1
2012,2012-13 Men's Ice Hockey,10/26/2012,7:00 PM,Home,US Under-18,Mariucci Arena,T 2-2
2012,2012-13 Men's Ice Hockey,10/28/2012,1:00 PM,Home,Canisius,Mariucci Arena,W 1-0
2012,2012-13 Men's Ice Hockey,11/02/2012,7:00 PM,Home,Minnesota State,Mariucci Arena,W 3-2
2012,2012-13 Men's Ice Hockey,11/16/2012,7:00 PM,Home,Wisconsin,Mariucci Arena,T 2-2
2012,2012-13 Men's Ice Hockey,11/17/2012,8:00 PM,Home,Wisconsin,Mariucci Arena,W 3-1
2012,2012-13 Men's Ice Hockey,11/30/2012,7:00 PM,Home,Omaha,Mariucci Arena,L 3-2
2012,2012-13 Men's Ice Hockey,12/01/2012,7:00 PM,Home,Omaha,Mariucci Arena,W 3-2
2012,2012-13 Men's Ice Hockey,12/29/2012,7:00 PM,Home,Air Force,Mariucci Arena,W 4-0
2012,2012-13 Men's Ice Hockey,12/30/2012,7:00 PM,Home,Boston College,Mariucci Arena,W 8-1
2013,2012-13 Men's Ice Hockey,01/08/2013,7:00 PM,Home,Notre Dame,Mariucci Arena,W 4-1
2013,2012-13 Men's Ice Hockey,01/11/2013,8:00 PM,Home,Alaska-Anchorage,Mariucci Arena,W 4-3
2013,2012-13 Men's Ice Hockey,01/12/2013,7:00 PM,Home,Alaska-Anchorage,Mariucci Arena,W 7-1
2013,2012-13 Men's Ice Hockey,01/18/2013,7:00 PM,Home,North Dakota,Mariucci Arena,W 5-1
2013,2012-13 Men's Ice Hockey,01/19/2013,5:00 PM,Home,North Dakota,Mariucci Arena,T 4-4
2013,2012-13 Men's Ice Hockey,01/25/2013,7:00 PM,Home,Minnesota State,Mariucci Arena,L 1-2
2013,2012-13 Men's Ice Hockey,02/22/2013,7:00 PM,Home,Minnesota Duluth,Mariucci Arena,W 5-3
2013,2012-13 Men's Ice Hockey,02/23/2013,7:00 PM,Home,Minnesota Duluth,Mariucci Arena,T 2-2
2013,2012-13 Men's Ice Hockey,03/01/2013,7:00 PM,Home,Denver,Mariucci Arena,L 0-2
2013,2012-13 Men's Ice Hockey,03/02/2013,7:00 PM,Home,Denver,Mariucci Arena,W 5-1
2013,2012-13 Men's Ice Hockey,03/15/2013,7:00 PM,Home,Bemidji State,Mariucci Arena,W 2-1
2013,2012-13 Men's Ice Hockey,03/16/2013,7:00 PM,Home,Bemidji State,Mariucci Arena,W 4-3
2013,2013-14 Men's Ice Hockey,10/05/2013,7:00 PM,Home,Lethbridge,Mariucci Arena,W 5-1
2013,2013-14 Men's Ice Hockey,10/11/2013,7:00 PM,Home,Mercyhurst,Mariucci Arena,W 6-0
2013,2013-14 Men's Ice Hockey,10/12/2013,7:00 PM,Home,New Hampshire,Mariucci Arena,W 3-2
2013,2013-14 Men's Ice Hockey,10/25/2013,7:00 PM,Home,Boston College,Mariucci Arena,T 3-3
2013,2013-14 Men's Ice Hockey,10/27/2013,1:00 PM,Home,Boston College,Mariucci Arena,W 6-1
2013,2013-14 Men's Ice Hockey,11/15/2013,7:00 PM,Home,Minnesota State,Mariucci Arena,W 4-1
2013,2013-14 Men's Ice Hockey,11/16/2013,7:00 PM,Home,Minnesota State,Mariucci Arena,W 3-0
2013,2013-14 Men's Ice Hockey,11/22/2013,7:00 PM,Home,Minnesota-Duluth,Mariucci Arena,W 6-1
2013,2013-14 Men's Ice Hockey,11/24/2013,4:00 PM,Home,Minnesota Duluth,Mariucci Arena,L 6-2
2013,2013-14 Men's Ice Hockey,11/29/2013,4:00 PM,Home,Wisconsin,Mariucci Arena,W 4-1
2013,2013-14 Men's Ice Hockey,11/30/2013,5:00 PM,Home,Wisconsin,Mariucci Arena,W 4-3
2014,2013-14 Men's Ice Hockey,01/03/2014,7:00 PM,Home,Colgate,Mariucci Arena,T 2-2
2014,2013-14 Men's Ice Hockey,01/04/2014,7:00 PM,Home,RPI,Mariucci Arena,W 6-2
2014,2013-14 Men's Ice Hockey,01/17/2014,8:00 PM,Home,Ohio State,TCF Bank Stadium,W 1-0
2014,2013-14 Men's Ice Hockey,01/18/2014,5:00 PM,Home,Ohio State,Mariucci Arena,W 4-2
2014,2013-14 Men's Ice Hockey,01/31/2014,8:00 PM,Home,Michigan State,Mariucci Arena,T 2-2
2014,2013-14 Men's Ice Hockey,02/01/2014,7:00 PM,Home,Michigan State,Mariucci Arena,W 1-0
2014,2013-14 Men's Ice Hockey,02/14/2014,8:00 PM,Home,Michigan,Mariucci Arena,W 5-3
2014,2013-14 Men's Ice Hockey,02/15/2014,7:00 PM,Home,Michigan,Mariucci Arena,W 4-1
2014,2013-14 Men's Ice Hockey,02/28/2014,8:00 PM,Home,Penn State,Mariucci Arena,W 5-1
2014,2013-14 Men's Ice Hockey,03/01/2014,6:00 PM,Home,Penn State,Mariucci Arena,W 2-1
2014,2014-15 Men's Ice Hockey,10/04/2014,7:00 PM,Home,Northern Alberta Institute of Technology,Mariucci Arena,W 5-0
2014,2014-15 Men's Ice Hockey,10/24/2014,8:00 PM,Home,Bemidji St,Mariucci Arena,W 5-2
2014,2014-15 Men's Ice Hockey,10/25/2014,7:00 PM,Home,Bemidji St,Mariucci Arena,W 5-3
2014,2014-15 Men's Ice Hockey,11/01/2014,4:00 PM,Home,St. Cloud State,Mariucci Arena,W 4-3
2014,2014-15 Men's Ice Hockey,11/07/2014,7:00 PM,Home,Notre Dame,Mariucci Arena,W 5-0
2014,2014-15 Men's Ice Hockey,11/09/2014,4:00 PM,Home,Notre Dame,Mariucci Arena,W 4-2
2014,2014-15 Men's Ice Hockey,11/14/2014,7:00 PM,Home,Minnesota Duluth,Mariucci Arena,L 0-3
2014,2014-15 Men's Ice Hockey,11/21/2014,7:00 PM,Home,US Under-18 Team,Mariucci Arena,L 4-5
2015,2014-15 Men's Ice Hockey,01/02/2015,7:00 PM,Home,Merrimack,Mariucci Arena,L 2-3
2015,2014-15 Men's Ice Hockey,01/03/2015,7:00 PM,Home,RIT,Mariucci Arena,W 3-2
2015,2014-15 Men's Ice Hockey,01/16/2015,8:00 PM,Home,Wisconsin,Mariucci Arena,T 2-2
2015,2014-15 Men's Ice Hockey,01/17/2015,5:00 PM,Home,Wisconsin,Mariucci Arena,W 5-2
2015,2014-15 Men's Ice Hockey,02/06/2015,8:00 PM,Home,Ohio State,Mariucci Arena,W 4-2
2015,2014-15 Men's Ice Hockey,02/07/2015,7:00 PM,Home,Ohio State,Mariucci Arena,W 6-2
2015,2014-15 Men's Ice Hockey,02/13/2015,8:00 PM,Home,Michigan,Mariucci Arena,W 6-2
2015,2014-15 Men's Ice Hockey,02/14/2015,7:00 PM,Home,Michigan,Mariucci Arena,W 2-0
2015,2014-15 Men's Ice Hockey,02/26/2015,8:00 PM,Home,Michigan State,Mariucci Arena,W 5-3
2015,2014-15 Men's Ice Hockey,02/27/2015,8:00 PM,Home,Michigan State,Mariucci Arena,L 2-4
2015,2014-15 Men's Ice Hockey,03/13/2015,7:00 PM,Home,Penn State,Mariucci Arena,W 5-0
2015,2014-15 Men's Ice Hockey,03/14/2015,7:00 PM,Home,Penn State,Mariucci Arena,W 6-2
2015,2015-16 Men's Ice Hockey,10/10/2015,7:00 PM,Home,Vermont,Mariucci Arena,L 0-3
2015,2015-16 Men's Ice Hockey,10/16/2015,7:00 PM,Home,Minnesota Duluth,Mariucci Arena,L 1-3
2015,2015-16 Men's Ice Hockey,10/23/2015,7:00 PM,Home,Northeastern,Mariucci Arena,W 4-0
2015,2015-16 Men's Ice Hockey,10/24/2015,8:00 PM,Home,Northeastern,Mariucci Arena,W 4-3
2015,2015-16 Men's Ice Hockey,11/14/2015,7:00 PM,Home,Minnesota State,Mariucci Arena,L 2-3
2015,2015-16 Men's Ice Hockey,11/27/2015,6:00 PM,Home,St. Cloud State,Mariucci Arena,L 2-3
2015,2015-16 Men's Ice Hockey,11/29/2015,6:00 PM,Home,St. Cloud State,Mariucci Arena,L 4-7
2015,2015-16 Men's Ice Hockey,12/04/2015,7:00 PM,Home,Ohio State,Mariucci Arena,W 3-2
2015,2015-16 Men's Ice Hockey,12/05/2015,7:00 PM,Home,Ohio State,Mariucci Arena,W 5-4
2016,2015-16 Men's Ice Hockey,01/01/2016,7:00 PM,Home,UConn,Mariucci Arena,W 3-2
2016,2015-16 Men's Ice Hockey,01/02/2016,7:00 PM,Home,Harvard,Mariucci Arena,L 3-4
2016,2015-16 Men's Ice Hockey,01/15/2016,8:00 PM,Home,Michigan State,Mariucci Arena,W 5-2
2016,2015-16 Men's Ice Hockey,01/16/2016,7:30 PM,Home,Michigan State,Mariucci Arena,W 3-1
2016,2015-16 Men's Ice Hockey,02/05/2016,7:00 PM,Home,Penn State,Mariucci Arena,W 4-1
2016,2015-16 Men's Ice Hockey,02/06/2016,4:00 PM,Home,Penn State,Mariucci Arena,L 3-5
2016,2015-16 Men's Ice Hockey,02/25/2016,7:30 PM,Home,Michigan,Mariucci Arena,L 2-6
2016,2015-16 Men's Ice Hockey,02/26/2016,8:00 PM,Home,Michigan,Mariucci Arena,W 3-2
2016,2015-16 Men's Ice Hockey,03/11/2016,7:00 PM,Home,Wisconsin,Mariucci Arena,L 3-4
2016,2015-16 Men's Ice Hockey,03/12/2016,7:00 PM,Home,Wisconsin,Mariucci Arena,W 4-1
2016,2016-17 Men's Ice Hockey,10/14/2016,7:00 PM,Home,US Under-18 Team,Mariucci Arena
2016,2016-17 Men's Ice Hockey,10/21/2016,8:00 PM,Home,St. Cloud State,Mariucci Arena,L 5-6
2016,2016-17 Men's Ice Hockey,11/04/2016,7:00 PM,Home,North Dakota,Mariucci Arena,T 5-5
2016,2016-17 Men's Ice Hockey,11/05/2016,8:00 PM,Home,North Dakota,Mariucci Arena,W 2-0
2016,2016-17 Men's Ice Hockey,11/19/2016,8:00 PM,Home,Minnesota State,Mariucci Arena,W 1-0
2016,2016-17 Men's Ice Hockey,12/02/2016,8:00 PM,Home,Ohio State,Mariucci Arena,W 5-3
2016,2016-17 Men's Ice Hockey,12/03/2016,7:00 PM,Home,Ohio State,Mariucci Arena,L 3-8
2016,2016-17 Men's Ice Hockey,12/30/2016,7:00 PM,Home,Mercyhurst,Mariucci Arena,W 5-1
2016,2016-17 Men's Ice Hockey,12/31/2016,7:00 PM,Home,Massachusetts,Mariucci Arena,W 4-1
2017,2016-17 Men's Ice Hockey,01/13/2017,8:00 PM,Home,Michigan,Mariucci Arena,W 5-2
2017,2016-17 Men's Ice Hockey,01/14/2017,7:00 PM,Home,Michigan,Mariucci Arena,W 4-2
2017,2016-17 Men's Ice Hockey,02/03/2017,7:00 PM,Home,Penn State,Mariucci Arena,W 5-1
2017,2016-17 Men's Ice Hockey,02/04/2017,7:00 PM,Home,Penn State,Mariucci Arena,W 5-2
2017,2016-17 Men's Ice Hockey,02/24/2017,7:00 PM,Home,Wisconsin,Mariucci Arena,L 2-3
2017,2016-17 Men's Ice Hockey,02/25/2017,7:00 PM,Home,Wisconsin,Mariucci Arena,W 3-2
2017,2016-17 Men's Ice Hockey,03/10/2017,6:30 PM,Home,Michigan State,Mariucci Arena,W 4-0
2017,2016-17 Men's Ice Hockey,03/11/2017,7:00 PM,Home,Michigan State,Mariucci Arena,T 1-1
2017,2017-18 Men's Ice Hockey,10/01/2017,5:00 PM,Home,University of Alberta,3M Arena at Mariucci,W 6-2
2017,2017-18 Men's Ice Hockey,10/13/2017,7:00 PM,Home,Penn State University,3M Arena at Mariucci,L 1-3
2017,2017-18 Men's Ice Hockey,10/15/2017,3:00 PM,Home,Penn State University,3M Arena at Mariucci,W 6-3
2017,2017-18 Men's Ice Hockey,10/27/2017,7:00 PM,Home,Clarkson University,3M Arena at Mariucci,W 3-1
2017,2017-18 Men's Ice Hockey,10/28/2017,7:00 PM,Home,Clarkson University,3M Arena at Mariucci,W 2-1
2017,2017-18 Men's Ice Hockey,11/03/2017,7:00 PM,Home,Michigan State University,3M Arena at Mariucci,W 3-1
2017,2017-18 Men's Ice Hockey,11/04/2017,4:00 PM,Home,Michigan State University,3M Arena at Mariucci,W 4-0
2017,2017-18 Men's Ice Hockey,11/17/2017,7:00 PM,Home,Harvard University,3M Arena at Mariucci,W 4-2
2017,2017-18 Men's Ice Hockey,11/18/2017,7:00 PM,Home,Harvard University,3M Arena at Mariucci,W 2-1
2017,2017-18 Men's Ice Hockey,12/01/2017,7:00 PM,Home,University of Wisconsin,3M Arena at Mariucci,W 5-4
2017,2017-18 Men's Ice Hockey,12/02/2017,7:00 PM,Home,University of Wisconsin,3M Arena at Mariucci,L 2-3
2017,2017-18 Men's Ice Hockey,12/29/2017,7:00 PM,Home,Army West Point,3M Arena at Mariucci,W 3-0
2017,2017-18 Men's Ice Hockey,12/30/2017,7:00 PM,Home,Army West Point,3M Arena at Mariucci,W 4-1
2018,2017-18 Men's Ice Hockey,01/07/2018,6:00 PM,Home,St. Cloud State University,3M Arena at Mariucci,W 2-0
2018,2017-18 Men's Ice Hockey,01/12/2018,7:00 PM,Home,University of Michigan,3M Arena at Mariucci,L 3-5
2018,2017-18 Men's Ice Hockey,01/13/2018,7:00 PM,Home,University of Michigan,3M Arena at Mariucci,L 1-3
2018,2017-18 Men's Ice Hockey,01/26/2018,7:00 PM,Home,University of Notre Dame,3M Arena at Mariucci,W 1-0
2018,2017-18 Men's Ice Hockey,01/27/2018,7:00 PM,Home,University of Notre Dame,3M Arena at Mariucci,L 1-4
2018,2017-18 Men's Ice Hockey,02/16/2018,8:00 PM,Home,Ohio State University,3M Arena at Mariucci,W 2-1
2018,2017-18 Men's Ice Hockey,02/17/2018,4:00 PM,Home,Ohio State University,3M Arena at Mariucci,T 1-1
2006,2006 Women's Volleyball,09/15/2006,TBD,Home,Connecticut,Maturi Pavilion,W 3-0
2006,2006 Women's Volleyball,09/16/2006,TBD,Home,Tulane,Maturi Pavilion,W 3-0
2006,2006 Women's Volleyball,09/16/2006,TBD,Home,Dayton,Maturi Pavilion,W 3-0
2006,2006 Women's Volleyball,09/29/2006,TBD,Home,Michigan,Maturi Pavilion,W 3-0
2006,2006 Women's Volleyball,10/01/2006,TBD,Home,Michigan State,Maturi Pavilion,W 3-2
2006,2006 Women's Volleyball,10/13/2006,TBD,Home,Indiana,Maturi Pavilion,W 3-0
2006,2006 Women's Volleyball,10/14/2006,TBD,Home,Purdue,Williams Arena,W 3-1
2006,2006 Women's Volleyball,10/18/2006,TBD,Home,Wisconsin,Maturi Pavilion,W 3-0
2006,2006 Women's Volleyball,10/27/2006,TBD,Home,Ohio State,Maturi Pavilion,W 3-0
2006,2006 Women's Volleyball,10/28/2006,TBD,Home,Penn State,Maturi Pavilion,L 2-3
2006,2006 Women's Volleyball,11/10/2006,TBD,Home,Illinois,Maturi Pavilion,W 3-0
2006,2006 Women's Volleyball,11/11/2006,TBD,Home,Northwestern,Maturi Pavilion,W 3-0
2006,2006 Women's Volleyball,11/18/2006,TBD,Home,Iowa,Maturi Pavilion,W 3-1
2009,2009 Women's Volleyball,09/04/2009,TBD,Home,Auburn University,Maturi Pavilion,W 3-0
2009,2009 Women's Volleyball,09/05/2009,TBD,Home,George Washington University,Maturi Pavilion,W 3-0
2009,2009 Women's Volleyball,09/05/2009,TBD,Home,Iowa State University,Maturi Pavilion,W 3-1
2009,2009 Women's Volleyball,09/25/2009,TBD,Home,University of Wisconsin,Maturi Pavilion,W 3-0
2009,2009 Women's Volleyball,09/26/2009,TBD,Home,University of Iowa,Maturi Pavilion,W 3-0
2009,2009 Women's Volleyball,10/09/2009,TBD,Home,Ohio State University,Maturi Pavilion,W 3-1
2009,2009 Women's Volleyball,10/11/2009,TBD,Home,Penn State University,Maturi Pavilion,L 0-3
2009,2009 Women's Volleyball,10/23/2009,TBD,Home,Michigan State University,Maturi Pavilion,W 3-2
2009,2009 Women's Volleyball,10/24/2009,TBD,Home,University of Michigan,Williams Arena,W 3-1
2009,2009 Women's Volleyball,11/06/2009,TBD,Home,Indiana University,Maturi Pavilion,W 3-0
2009,2009 Women's Volleyball,11/08/2009,TBD,Home,Purdue University,Maturi Pavilion,W 3-0
2009,2009 Women's Volleyball,11/27/2009,TBD,Home,Northwestern University,Maturi Pavilion,W 3-0
2009,2009 Women's Volleyball,11/28/2009,TBD,Home,University of Illinois,Maturi Pavilion,W 3-0
2009,2009 Women's Volleyball,12/11/2009,TBD,Home,Colorado State University,Maturi Pavilion,W 3-1
2009,2009 Women's Volleyball,12/12/2009,TBD,Home,Florida State University,Maturi Pavilion,W 3-1
2010,2010 Women's Volleyball,08/27/2010,TBD,Home,University of Denver,Maturi Pavilion,W 3-0
2010,2010 Women's Volleyball,08/28/2010,TBD,Home,Marquette University,Maturi Pavilion,W 3-0
2010,2010 Women's Volleyball,08/28/2010,TBD,Home,Stony Brook University,Maturi Pavilion,W 3-0
2010,2010 Women's Volleyball,09/03/2010,TBD,Home,Baylor University,Maturi Pavilion,W 3-1
2010,2010 Women's Volleyball,09/04/2010,TBD,Home,University of Northern Iowa,Maturi Pavilion,L 2-3
2010,2010 Women's Volleyball,09/04/2010,TBD,Home,University of Dayton,Maturi Pavilion,W 3-0
2010,2010 Women's Volleyball,10/01/2010,TBD,Home,Purdue University,Maturi Pavilion,W 3-1
2010,2010 Women's Volleyball,10/03/2010,TBD,Home,Indiana University,Maturi Pavilion,W 3-0
2010,2010 Women's Volleyball,10/22/2010,TBD,Home,University of Illinois,Maturi Pavilion,L 2-3
2010,2010 Women's Volleyball,10/24/2010,TBD,Home,University of Wisconsin,Williams Arena,W 3-1
2010,2010 Women's Volleyball,10/27/2010,TBD,Home,University of Iowa,Maturi Pavilion,W 3-0
2010,2010 Women's Volleyball,10/29/2010,TBD,Home,Northwestern University,Maturi Pavilion,W 3-1
2010,2010 Women's Volleyball,11/12/2010,TBD,Home,University of Michigan,Maturi Pavilion,W 3-0
2010,2010 Women's Volleyball,11/13/2010,TBD,Home,Michigan State University,Maturi Pavilion,W 3-2
2010,2010 Women's Volleyball,11/26/2010,TBD,Home,Ohio State University,Maturi Pavilion,W 3-1
2010,2010 Women's Volleyball,11/27/2010,TBD,Home,Penn State University,Maturi Pavilion,W 3-2
2010,2010 Women's Volleyball,12/03/2010,TBD,Home,North Dakota State University,Maturi Pavilion,W 3-0
2010,2010 Women's Volleyball,12/04/2010,TBD,Home,Creighton University,Maturi Pavilion,W 3-0
2011,2011 Women's Volleyball,09/02/2011,7:00 PM,Home,Texas,Sports Pavilion,W 3-0
